# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=10][T/m^n] polynom_b[n=12][T/m^n] polynom_b[n=14][T/m^n] 
+1.3809999999999999e+02 -1.3424441560590664e-05 -2.7729886605663903e+00 +1.3778926644875239e+03 -7.4158229985092519e+04 -2.5193539924331832e+09 +9.8989087254585059e+12 -1.9523573973484204e+16 +1.5717329453019171e+19 
+1.3820000000000002e+02 -1.3462579144695372e-05 -2.7507812099380993e+00 +1.3662113010650487e+03 -1.3875298257656652e+05 -1.8609066709941292e+09 +6.9277001662247314e+12 -1.3192436228896296e+16 +1.0596124550375571e+19 
+1.3830000000000001e+02 -1.3500716733980877e-05 -2.7285737576983116e+00 +1.3545298560386586e+03 -2.0334618969179201e+05 -1.2024732522648535e+09 +3.9565556546388550e+12 -6.8614444670684900e+15 +5.4750500912945408e+18 
+1.3840000000000001e+02 -1.3538854322098093e-05 -2.7063663058449028e+00 +1.3428484312185171e+03 -2.6793978704916546e+05 -5.4403627712577558e+08 +9.8539460842764050e+11 -5.3041476264854850e+14 +3.5394155321047846e+17 
+1.3850000000000000e+02 -1.3576991907509381e-05 -2.6841588548258226e+00 +1.3311670485528209e+03 -3.3253418284073792e+05 +1.1440788775096509e+08 -1.9857996040410505e+12 +5.8006906441924680e+15 -4.7672347229854249e+18 
+1.3859999999999999e+02 -1.3615129497012427e-05 -2.6619514025659523e+00 +1.3194856040303621e+03 -3.9712741936141899e+05 +7.7284170146232116e+08 -4.9569463923111250e+12 +1.2131688412143768e+16 -9.8883151351217807e+18 
+1.3870000000000002e+02 -1.3653267085635512e-05 -2.6397439505335352e+00 +1.3078041695038849e+03 -4.6172082492556999e+05 +1.4312769010095098e+09 -7.9280990883461807e+12 +1.8462698788417396e+16 -1.5009406195485098e+19 
+1.3880000000000001e+02 -1.3691404671564966e-05 -2.6175364993613837e+00 +1.2961227793083974e+03 -5.2631508073555806e+05 +2.0897198225911267e+09 -1.0899287625372445e+13 +2.4793791347173044e+16 -2.0130571050849313e+19 
+1.3890000000000001e+02 -1.3729542257468857e-05 -2.5953290481784319e+00 +1.2844413878379639e+03 -5.9090930148929823e+05 +2.7481623495883355e+09 -1.3870474045059188e+13 +3.1124878511537428e+16 -2.5251730658024919e+19 
+1.3900000000000000e+02 -1.3767679848129541e-05 -2.5731215955699289e+00 +1.2727599262229239e+03 -6.5550222350821400e+05 +3.4065934044982553e+09 -1.6841608399180584e+13 +3.7455848473696832e+16 -3.0372786634785686e+19 
+1.3909999999999999e+02 -1.3801954040044936e-05 -2.5528761028849978e+00 +1.2536437988683338e+03 -5.0712409045109909e+05 +1.9883223792929325e+09 -1.0072289774902123e+13 +2.1879866614576692e+16 -1.6514602814113038e+19 
+1.3920000000000002e+02 -1.3836228234993966e-05 -2.5326306092274549e+00 +1.2345276213990817e+03 -3.5874499755064229e+05 +5.7004265162773550e+08 -3.3029308283402090e+12 +6.3037924451893290e+15 -2.6563362242248929e+18 
+1.3930000000000001e+02 -1.3870502428546941e-05 -2.5123851160399893e+00 +1.2154114686945434e+03 -2.1036638449023329e+05 -8.4823269686022615e+08 +3.4664077474528037e+12 -9.2722349747703800e+15 +1.1201888382893146e+19 
+1.3940000000000001e+02 -1.3904776623792334e-05 -2.4921396223705776e+00 +1.1962952932548799e+03 -6.1987365154251180e+04 -2.2665115274614253e+09 +1.0235761722691672e+13 -2.4848296291335128e+16 +2.5060142381465297e+19 
+1.3950000000000000e+02 -1.3939050815479781e-05 -2.4718941297462615e+00 +1.1771791685394073e+03 +8.6390724328114549e+04 -3.6847822062649741e+09 +1.7005078919822236e+13 -4.0424275211331416e+16 +3.8918323808028549e+19 
+1.3959999999999999e+02 -1.3973325007390305e-05 -2.4516486370629953e+00 +1.1580630413507502e+03 +2.3476885245547586e+05 -5.1030531717653942e+09 +2.3774397205166941e+13 -5.6000256169052016e+16 +5.2776506721986429e+19 
+1.3970000000000002e+02 -1.4007599202717993e-05 -2.4314031433594661e+00 +1.1389468638025962e+03 +3.8314791778397729e+05 -6.5213324615247726e+09 +3.0543753470704621e+13 -7.1576323042087088e+16 +6.6634765940917486e+19 
+1.3980000000000001e+02 -1.4041873395523452e-05 -2.4111576503715986e+00 +1.1198307202204971e+03 +5.3152637034454965e+05 -7.9396064440632753e+09 +3.7313086019794125e+13 -8.7152337192050784e+16 +8.0492979020638716e+19 
+1.3990000000000001e+02 -1.4076147590003104e-05 -2.3909121569353036e+00 +1.1007145564438249e+03 +6.7990517049632734e+05 -9.3578833134231224e+09 +4.4082430994870734e+13 -1.0272837805470800e+17 +9.4351214784113672e+19 
+1.4000000000000000e+02 -1.4110421786530033e-05 -2.3706666628380275e+00 +1.0815983582330982e+03 +8.2828463727821736e+05 -1.0776166284922354e+10 +5.0851804479730219e+13 -1.1830448465474760e+17 +1.0820950985649404e+20 
+1.4009999999999999e+02 -1.4143124771783818e-05 -2.3523893332779129e+00 +1.0751749937117997e+03 +7.4126259582525841e+05 -1.0023321620422716e+10 +4.7616443531994852e+13 -1.1134288291484341e+17 +1.0226882011520714e+20 
+1.4020000000000002e+02 -1.4175827765466015e-05 -2.3341120011577288e+00 +1.0687515015270646e+03 +6.5424294661985908e+05 -9.2704983097791805e+09 +4.4381180380445312e+13 -1.0438150305404283e+17 +9.6328327902310121e+19 
+1.4030000000000001e+02 -1.4208530750108631e-05 -2.3158346717749190e+00 +1.0623281455830095e+03 +5.6722074796035048e+05 -8.5176522655474396e+09 +4.1145813197453562e+13 -9.7419887318712384e+16 +9.0387625810843648e+19 
+1.4040000000000001e+02 -1.4241233738149417e-05 -2.2975573413781132e+00 +1.0559047395949092e+03 +4.8019948072368349e+05 -7.7648144960716038e+09 +3.7910483779379211e+13 -9.0458357037827712e+16 +8.4446999638596207e+19 
+1.4050000000000000e+02 -1.4273936728313596e-05 -2.2792800103141522e+00 +1.0494812996323046e+03 +3.9317885935580352e+05 -7.0119825527071571e+09 +3.4675181258172250e+13 -8.3496888165588096e+16 +7.8506428413276897e+19 
+1.4059999999999999e+02 -1.4306639716818436e-05 -2.2610026797705984e+00 +1.0430578861925674e+03 +3.0615773307787534e+05 -6.2591460483348913e+09 +3.1439857653547141e+13 -7.6535371103191072e+16 +7.2565814026383647e+19 
+1.4070000000000002e+02 -1.4339342706779196e-05 -2.2427253487354730e+00 +1.0366344465806501e+03 +2.1913711963272269e+05 -5.5063142722370443e+09 +2.8204556240211266e+13 -6.9573905360545072e+16 +6.6625246032357769e+19 
+1.4080000000000001e+02 -1.4372045696808158e-05 -2.2244480177594212e+00 +1.0302110126271393e+03 +1.3211636310567884e+05 -4.7534809671583672e+09 +2.4969246918190285e+13 -6.2612420018995800e+16 +6.0684659380247134e+19 
+1.4090000000000001e+02 -1.4404748683479607e-05 -2.2061706877843235e+00 +1.0237876279342853e+03 +4.5094692737896898e+04 -4.0006395695577731e+09 +2.1733900772553207e+13 -5.5650851576596576e+16 +5.4743999077341471e+19 
+1.4100000000000000e+02 -1.4437451673198997e-05 -2.1878933568823080e+00 +1.0173641969385693e+03 -4.1926108815280168e+04 -3.2478059346634560e+09 +1.8498590202707723e+13 -4.8689363887603960e+16 +4.8803410690695700e+19 
+1.4109999999999999e+02 -1.4465312090816726e-05 -2.1712965037755900e+00 +1.0098477796862613e+03 -6.3790471020767276e+04 -3.1286414315409880e+09 +1.8173820562741031e+13 -4.8194959498440960e+16 +4.8474375098667581e+19 
+1.4120000000000002e+02 -1.4493172505334078e-05 -2.1546996516413572e+00 +1.0023314120383003e+03 -8.5655778400168114e+04 -3.0094683826438794e+09 +1.7849011385940074e+13 -4.7700464669228064e+16 +4.8145258445718118e+19 
+1.4130000000000001e+02 -1.4521032920009777e-05 -2.1381027994710489e+00 +9.9481504278623095e+02 -1.0752105664029429e+05 -2.8902955957286839e+09 +1.7524203437175779e+13 -4.7205972707779744e+16 +4.7816144422825517e+19 
+1.4140000000000001e+02 -1.4548893337236462e-05 -2.1215059465451627e+00 +9.8729863667693724e+02 -1.2938565681777666e+05 -2.7711287693172903e+09 +1.7199422437675223e+13 -4.6711541227521424e+16 +4.7487083746318442e+19 
+1.4150000000000000e+02 -1.4576753756519800e-05 -2.1049090929858707e+00 +9.7978219864721973e+02 -1.5124965408228119e+05 -2.6519673577914014e+09 +1.6874666358021754e+13 -4.6217166507796688e+16 +4.7158073764644094e+19 
+1.4159999999999999e+02 -1.4604614171177602e-05 -2.0883122407936674e+00 +9.7226582758982033e+02 -1.7311489063120287e+05 -2.5327949875421700e+09 +1.6549860454066668e+13 -4.5722679401843896e+16 +4.6828964203156374e+19 
+1.4170000000000002e+02 -1.4632474586375788e-05 -2.0717153884527542e+00 +9.6474944959304503e+02 -1.9498000297264877e+05 -2.4136236901557279e+09 +1.6225059345523656e+13 -4.5228202976338424e+16 +4.6499864014207607e+19 
+1.4180000000000001e+02 -1.4660335001817626e-05 -2.0551185360192088e+00 +9.5723306618004870e+02 -2.1684500204005491e+05 -2.2944534868112926e+09 +1.5900263551000121e+13 -4.4733739166227344e+16 +4.6170775466052911e+19 
+1.4190000000000001e+02 -1.4688195418934902e-05 -2.0385216831072159e+00 +9.4971666014672769e+02 -2.3870959541543148e+05 -2.1752867767608252e+09 +1.5575483285438404e+13 -4.4239309721081744e+16 +4.5841716874016506e+19 
+1.4200000000000000e+02 -1.4716055835521292e-05 -2.0219248303480528e+00 +9.4220026143713380e+02 -2.6057432206759136e+05 -2.0561189026738367e+09 +1.5250697775931035e+13 -4.3744868528417464e+16 +4.5512647926965150e+19 
+1.4209999999999999e+02 -1.4742882779478875e-05 -2.0066492429317786e+00 +9.3356945157324242e+02 -2.8403125906492717e+05 -1.7822476425716608e+09 +1.4042217329368514e+13 -4.1318439026591176e+16 +4.3693721866019062e+19 
+1.4220000000000002e+02 -1.4769709720191032e-05 -1.9913736564610203e+00 +9.2493868747416332e+02 -3.0748903480796044e+05 -1.5083690224637835e+09 +1.2833703628095596e+13 -3.8891934896632272e+16 +4.1874729961747186e+19 
+1.4230000000000001e+02 -1.4796536664649798e-05 -1.9760980688836398e+00 +9.1630786923405401e+02 -3.3094581002518954e+05 -1.2344992394878228e+09 +1.1625230065427883e+13 -3.6465521229770744e+16 +4.0055818155858444e+19 
+1.4240000000000001e+02 -1.4823363606758072e-05 -1.9608224819722757e+00 +9.0767708263178247e+02 -3.5440315693740197e+05 -9.6062449575844812e+08 +1.0416734292358434e+13 -3.4039058096884452e+16 +3.8236862985793446e+19 
+1.4250000000000000e+02 -1.4850190549400704e-05 -1.9455468949329444e+00 +8.9904629074504953e+02 -3.7786041932068148e+05 -6.8675041003281271e+08 +9.2082411901101406e+12 -3.1612600403508728e+16 +3.6417912208391406e+19 
+1.4259999999999999e+02 -1.4877017493621780e-05 -1.9302713074137663e+00 +8.9041547511423255e+02 -4.0131724099949549e+05 -4.1288022137469101e+08 +7.9997657819391768e+12 -2.9186182543712000e+16 +3.4598996648704487e+19 
+1.4270000000000002e+02 -1.4903844436063976e-05 -1.9149957204535857e+00 +8.8178468776316799e+02 -4.2477459601073567e+05 -1.3900525907303235e+08 +6.7912684921562500e+12 -2.6759715042565276e+16 +3.2780036920795722e+19 
+1.4280000000000001e+02 -1.4930671381629037e-05 -1.8997201325072048e+00 +8.7315385002899222e+02 -4.4823099116780900e+05 +1.3486103153975046e+08 +5.5828112822066133e+12 -2.4333339130537428e+16 +3.0961159203816907e+19 
+1.4290000000000001e+02 -1.4957498321321633e-05 -1.8844445463534152e+00 +8.6452310202197805e+02 -4.7168907256687171e+05 +4.0874240871173817e+08 +4.3742848492693481e+12 -2.1906805921616500e+16 +2.9142141269646053e+19 
+1.4300000000000000e+02 -1.4984325265179271e-05 -1.8691689589351761e+00 +8.5589229099896647e+02 -4.9514597379121190e+05 +6.8261325631531966e+08 +3.1658066205893496e+12 -1.9480382042375156e+16 +2.7323220639910023e+19 
+1.4309999999999999e+02 -1.5010277858604484e-05 -1.8552083866310183e+00 +8.4759318534340673e+02 -5.0468128297366184e+05 +8.7625382903815448e+08 +2.0006493888496365e+12 -1.6375687950392372e+16 +2.4250179239713178e+19 
+1.4320000000000002e+02 -1.5036230453436283e-05 -1.8412478138900736e+00 +8.3929405758662313e+02 -5.1421617373364203e+05 +1.0698906385355624e+09 +8.3550949089432385e+11 -1.3271033361356268e+16 +2.1177173132830769e+19 
+1.4330000000000001e+02 -1.5062183043408817e-05 -1.8272872426246944e+00 +8.3099500330250237e+02 -5.2375243895274465e+05 +1.2635396971549003e+09 -3.2968642448290057e+11 -1.0166251842484460e+16 +1.8104054152712499e+19 
+1.4340000000000001e+02 -1.5088135636074739e-05 -1.8133266705352440e+00 +8.2269590791794667e+02 -5.3328793550118443e+05 +1.4571819116745892e+09 -1.4948510754255000e+12 -7.0615410854463760e+15 +1.5030998030167308e+19 
+1.4350000000000000e+02 -1.5114088224882816e-05 -1.7993660996151126e+00 +8.1439687063110659e+02 -5.4282451661100925e+05 +1.6508337734816599e+09 -2.6600597715184487e+12 -3.9567306725141000e+15 +1.1957853401519882e+19 
+1.4359999999999999e+02 -1.5140040816971836e-05 -1.7854055277221097e+00 +8.0609778554152103e+02 -5.5236021107151068e+05 +1.8444777803800685e+09 -3.8252327028204917e+12 -8.5200102705386700e+14 +8.8847804053354220e+18 
+1.4370000000000002e+02 -1.5165993408561559e-05 -1.7714449559580490e+00 +7.9779870623507202e+02 -5.6189600605154631e+05 +2.0381226355437019e+09 -4.9904093534870508e+12 +2.2527367689499880e+15 +5.8117003555234918e+18 
+1.4380000000000001e+02 -1.5191946001248661e-05 -1.7574843838698750e+00 +7.8949961112462586e+02 -5.7143151016653155e+05 +2.2317649320810323e+09 -6.1555744269463545e+12 +5.3574485632369950e+15 +2.7386432559878374e+18 
+1.4390000000000001e+02 -1.5217898591885382e-05 -1.7435238123874537e+00 +7.8120054558910829e+02 -5.8096755936697533e+05 +2.4254120301136808e+09 -7.3207612539680381e+12 +8.4622092723630760e+15 -3.3445706444956717e+17 
+1.4400000000000000e+02 -1.5243851183155915e-05 -1.7295632407413009e+00 +7.7290147282502119e+02 -5.9050348548663990e+05 +2.6190581113646936e+09 -8.4859437125750410e+12 +1.1566960587415362e+16 -3.4075493937525079e+18 
+1.4409999999999999e+02 -1.5267597387680994e-05 -1.7165635394807828e+00 +7.5540313992266090e+02 -4.2752581335146987e+05 +1.3536245030004003e+09 -3.2631862140687588e+12 +7.7967831831654488e+14 +5.3835444039340339e+18 
+1.4420000000000002e+02 -1.5291343588349995e-05 -1.7035638393466130e+00 +7.3790486172681915e+02 -2.6454914689070702e+05 +8.8199741639420792e+07 +1.9595312286923191e+12 -1.0007513907916048e+16 +1.4174558646481904e+19 
+1.4430000000000001e+02 -1.5315089791281074e-05 -1.6905641385294372e+00 +7.2040654970487742e+02 -1.0157185059623275e+05 -1.1772306104664247e+09 +7.1822741524476436e+12 -2.0794763704443040e+16 +2.2965623956246041e+19 
+1.4440000000000001e+02 -1.5338835993170253e-05 -1.6775644380465833e+00 +7.0290825483696983e+02 +6.1405118695640944e+04 -2.4426580105830550e+09 +1.2405003449789902e+13 -3.1581982406763164e+16 +3.1756661463126352e+19 
+1.4450000000000000e+02 -1.5362582196769354e-05 -1.6645647370270984e+00 +6.8540993269937633e+02 +2.2438260520385613e+05 -3.7080900661227536e+09 +1.7627754197125199e+13 -4.2369249996705008e+16 +4.0547742646630826e+19 
+1.4459999999999999e+02 -1.5386328397853807e-05 -1.6515650367976682e+00 +6.6791165068394002e+02 +3.8735933150259458e+05 -4.9735152863259048e+09 +2.2850473481916430e+13 -5.3156445944281704e+16 +4.9338759876650566e+19 
+1.4470000000000002e+02 -1.5410074602263996e-05 -1.6385653355541405e+00 +6.5041331806658536e+02 +5.5033700563959067e+05 -6.2389489609333658e+09 +2.8073231453930914e+13 -6.3943729592925176e+16 +5.8129855122354356e+19 
+1.4480000000000001e+02 -1.5433820806235727e-05 -1.6255656344187364e+00 +6.3291499005373339e+02 +7.1331460363748902e+05 -7.5043820220144730e+09 +3.3295986846813902e+13 -7.4731007801644528e+16 +6.6920945820411871e+19 
+1.4490000000000001e+02 -1.5457567005961678e-05 -1.6125659345774410e+00 +6.1541672671302990e+02 +8.7629098812798969e+05 -8.7698042410848198e+09 +3.8518692552745367e+13 -8.5518173224580800e+16 +7.5711936071089766e+19 
+1.4500000000000000e+02 -1.5481313209004325e-05 -1.5995662337445928e+00 +5.9791841446738817e+02 +1.0392682814648927e+06 -1.0035234520326572e+10 +4.3741434981075992e+13 -9.6305421609270960e+16 +8.4502999917992542e+19 
+1.4509999999999999e+02 -1.5500126428825936e-05 -1.5880388115792865e+00 +5.9478598096592555e+02 +9.9217166591924289e+05 -9.6284536820492744e+09 +4.1905765391012391e+13 -9.2147851496394512e+16 +8.0811701309443604e+19 
+1.4520000000000002e+02 -1.5518939649618561e-05 -1.5765113891306650e+00 +5.9165353371533149e+02 +9.4507530317874905e+05 -9.2216750695449905e+09 +4.0070105889628422e+13 -8.7990304090226304e+16 +7.7120422787941073e+19 
+1.4530000000000001e+02 -1.5537752868545359e-05 -1.5649839672423438e+00 +5.8852111415406114e+02 +8.9797842514426040e+05 -8.8148918818601265e+09 +3.8234425522761852e+13 -8.3832709504047008e+16 +7.3429102379753513e+19 
+1.4540000000000001e+02 -1.5556566088482674e-05 -1.5534565450516022e+00 +5.8538867978578639e+02 +8.5088181987257500e+05 -8.4081110926753216e+09 +3.6398755999050141e+13 -7.9675139245331952e+16 +6.9737803420938879e+19 
+1.4550000000000000e+02 -1.5575379309455867e-05 -1.5419291225554090e+00 +5.8225623044453107e+02 +8.0378549205177173e+05 -8.0013327607194862e+09 +3.4563097663952281e+13 -7.5517594259038976e+16 +6.6046526882656469e+19 
+1.4559999999999999e+02 -1.5594192528243063e-05 -1.5304017007115058e+00 +5.7912381324935416e+02 +7.5668856703152275e+05 -7.5945491332909527e+09 +3.2727415204572965e+13 -7.1359994775158192e+16 +6.2355202001039876e+19 
+1.4570000000000002e+02 -1.5613005749066883e-05 -1.5188742782569211e+00 +5.7599136578847958e+02 +7.0959220722923230e+05 -7.1877705407706375e+09 +3.0891755773104797e+13 -6.7202447488631288e+16 +5.8663923557498626e+19 
+1.4580000000000001e+02 -1.5631818968339864e-05 -1.5073468562520398e+00 +5.7285894006183605e+02 +6.6249544927101023e+05 -6.7809884547005386e+09 +2.9056080556096047e+13 -6.3044864774713480e+16 +5.4972613854808654e+19 
+1.4590000000000001e+02 -1.5650632190805433e-05 -1.4958194332888846e+00 +5.6972646704154613e+02 +6.1539956984991790e+05 -6.3742141537942982e+09 +2.7220440775956480e+13 -5.8887362043886584e+16 +5.1281375042611954e+19 
+1.4600000000000000e+02 -1.5669445409930230e-05 -1.4842920113429412e+00 +5.6659404468360503e+02 +5.6830274332055938e+05 -5.9674314206859627e+09 +2.5384762475393250e+13 -5.4729772122191232e+16 +4.7590058772935516e+19 
+1.4609999999999999e+02 -1.5686975635237908e-05 -1.4737176165978734e+00 +5.6430291372584372e+02 +5.2594624702084693e+05 -5.7184403404319687e+09 +2.4749304113019727e+13 -5.4171876907897544e+16 +4.7706643705906930e+19 
+1.4620000000000002e+02 -1.5704505860398530e-05 -1.4631432218919405e+00 +5.6201178447884570e+02 +4.8358972233855148e+05 -5.4694490334696417e+09 +2.4113844812502473e+13 -5.3613979753917128e+16 +4.7823227053366223e+19 
+1.4630000000000001e+02 -1.5722036083122777e-05 -1.4525688279016000e+00 +5.5972069005457467e+02 +4.4123255728532234e+05 -5.2204520951454411e+09 +2.3478360032610602e+13 -5.3056025369638232e+16 +4.7939759878348947e+19 
+1.4640000000000001e+02 -1.5739566309804267e-05 -1.4419944327456273e+00 +5.5742953874687589e+02 +3.9887644097289885e+05 -4.9714644002508802e+09 +2.2842917157948844e+13 -5.2498165273290048e+16 +4.8056376065929806e+19 
+1.4650000000000000e+02 -1.5757096533907832e-05 -1.4314200383612634e+00 +5.5513842562721550e+02 +3.5651961232419912e+05 -4.7224703659882708e+09 +2.2207445311713047e+13 -5.1940239548577104e+16 +4.8172933896616133e+19 
+1.4659999999999999e+02 -1.5774626759014160e-05 -1.4208456436554051e+00 +5.5284729580375597e+02 +3.1416310655109043e+05 -4.4734792837602158e+09 +2.1571987244001793e+13 -5.1382345566536712e+16 +4.8289520343682466e+19 
+1.4670000000000002e+02 -1.5792156983595506e-05 -1.4102712491245850e+00 +5.5055617525994728e+02 +2.7180641917985387e+05 -4.2244865272319698e+09 +2.0936521313950242e+13 -5.0824433387598928e+16 +4.8406090326359237e+19 
+1.4680000000000001e+02 -1.5809687211180662e-05 -1.3996968536754355e+00 +5.4826500880419803e+02 +2.2945059299159635e+05 -3.9755014601064100e+09 +2.0301090598432234e+13 -5.0266601087483976e+16 +4.8522731402338599e+19 
+1.4690000000000001e+02 -1.5827217435305593e-05 -1.3891224592995342e+00 +5.4597389650609284e+02 +1.8709374435410235e+05 -3.7265072200372701e+09 +1.9665617720876430e+13 -4.9708672874091704e+16 +4.8639286916272071e+19 
+1.4700000000000000e+02 -1.5844747659942542e-05 -1.3785480647251749e+00 +5.4368277284723865e+02 +1.4473712859165031e+05 -3.4775151944484119e+09 +1.9030155473612004e+13 -4.9150769670533280e+16 +4.8755865346834620e+19 
+1.4709999999999999e+02 -1.5860859361494706e-05 -1.3688008275788124e+00 +5.3970249717917466e+02 +1.3831116705173624e+05 -3.4885630563793736e+09 +1.9306663246071426e+13 -5.0042110425125488e+16 +4.9621859298570568e+19 
